t,x_r,y_r,z_r,x_sim,y_sim,z_sim,f_x,f_y,f_z,f_mag,ctrl_time
0.011,0.000000,0.000000,0.000000,0.024454,-0.011486,0.130173,-0.068815,0.081505,-0.123428,0.163135,0.000000
0.036,0.000000,0.000000,0.000000,0.024456,-0.011476,0.130175,-0.068833,0.081537,-0.123451,0.163176,0.000000
0.061,0.001319,-0.011683,0.130000,0.024457,-0.011472,0.130175,-0.068848,0.081563,-0.123474,0.163212,60.549000
0.086,0.001319,-0.011683,0.130000,0.024457,-0.011472,0.130175,-0.068857,0.081581,-0.123492,0.163240,60.549000
0.111,0.001379,-0.011623,0.130000,0.024459,-0.011469,0.130175,-0.068866,0.081595,-0.123507,0.163261,28.052000
0.136,0.001439,-0.011563,0.130000,0.024460,-0.011467,0.130175,-0.068878,0.081611,-0.123519,0.163283,22.677000
0.161,0.001499,-0.011504,0.130000,0.024459,-0.011465,0.130176,-0.068892,0.081628,-0.123532,0.163308,22.677000
0.186,0.001619,-0.011385,0.130000,0.024458,-0.011461,0.130178,-0.068904,0.081648,-0.123545,0.163332,19.608000
0.211,0.001679,-0.011325,0.130000,0.024458,-0.011461,0.130178,-0.068916,0.081667,-0.123559,0.163357,23.486000
0.236,0.001738,-0.011266,0.130000,0.024460,-0.011456,0.130178,-0.068924,0.081680,-0.123577,0.163381,22.291000
0.262,0.001798,-0.011207,0.130000,0.024461,-0.011456,0.130177,-0.068928,0.081683,-0.123597,0.163400,23.169000
0.286,0.001858,-0.011147,0.130000,0.024461,-0.011457,0.130177,-0.068934,0.081684,-0.123619,0.163420,24.599000
0.311,0.001918,-0.011088,0.130000,0.024458,-0.011458,0.130178,-0.068950,0.081692,-0.123643,0.163448,23.841000
0.336,0.001978,-0.011029,0.130000,0.024458,-0.011458,0.130178,-0.068973,0.081707,-0.123671,0.163486,27.747000
0.361,0.002038,-0.010970,0.130000,0.024455,-0.011458,0.130179,-0.068995,0.081724,-0.123699,0.163525,26.735000
0.386,0.002097,-0.010911,0.130000,0.024450,-0.011458,0.130180,-0.069009,0.081736,-0.123723,0.163555,27.667000
0.411,0.002097,-0.010911,0.130000,0.024450,-0.011458,0.130180,-0.069017,0.081741,-0.123740,0.163575,27.667000
0.436,0.002157,-0.010852,0.130000,0.024449,-0.011459,0.130181,-0.069026,0.081746,-0.123754,0.163591,27.491000
0.461,0.002217,-0.010793,0.130000,0.024449,-0.011459,0.130181,-0.069038,0.081752,-0.123767,0.163609,27.736000
0.486,0.002277,-0.010734,0.130000,0.024443,-0.011460,0.130182,-0.069053,0.081761,-0.123785,0.163634,28.079000
0.511,0.002336,-0.010675,0.130000,0.024443,-0.011460,0.130182,-0.069070,0.081775,-0.123809,0.163666,27.816000
0.536,0.002396,-0.010616,0.130000,0.024440,-0.011460,0.130183,-0.069083,0.081785,-0.123835,0.163696,27.182000
0.561,0.002456,-0.010557,0.130000,0.024441,-0.011460,0.130183,-0.069089,0.081788,-0.123859,0.163718,28.026000
0.586,0.002515,-0.010498,0.130000,0.024443,-0.011460,0.130182,-0.069093,0.081789,-0.123882,0.163738,28.262000
0.611,0.002575,-0.010440,0.130000,0.024443,-0.011460,0.130181,-0.069100,0.081794,-0.123908,0.163763,28.384000
0.636,0.002575,-0.010440,0.130000,0.024443,-0.011460,0.130181,-0.069110,0.081798,-0.123934,0.163789,28.384000
0.661,0.002635,-0.010381,0.130000,0.024443,-0.011461,0.130181,-0.069117,0.081796,-0.123954,0.163806,28.159000
0.686,0.002694,-0.010323,0.130000,0.024441,-0.011466,0.130180,-0.069116,0.081784,-0.123967,0.163809,30.816000
0.711,0.002754,-0.010264,0.130000,0.024442,-0.011469,0.130179,-0.069108,0.081767,-0.123974,0.163802,27.599000
0.736,0.002814,-0.010206,0.130000,0.024444,-0.011471,0.130178,-0.069098,0.081752,-0.123976,0.163793,27.574000
0.761,0.002873,-0.010148,0.130000,0.024444,-0.011471,0.130178,-0.069090,0.081741,-0.123974,0.163782,27.547000
0.786,0.002933,-0.010089,0.130000,0.024445,-0.011473,0.130177,-0.069083,0.081731,-0.123967,0.163769,30.077000
0.811,0.002992,-0.010031,0.130000,0.024445,-0.011475,0.130176,-0.069075,0.081718,-0.123957,0.163752,28.244000
0.836,0.003052,-0.009973,0.130000,0.024445,-0.011475,0.130176,-0.069061,0.081699,-0.123940,0.163723,21.003000
0.861,0.003111,-0.009915,0.130000,0.024446,-0.011479,0.130175,-0.069041,0.081676,-0.123917,0.163686,20.300000
0.886,0.003171,-0.009857,0.130000,0.024446,-0.011479,0.130175,-0.069021,0.081662,-0.123894,0.163653,19.697000
0.911,0.003230,-0.009799,0.130000,0.024450,-0.011479,0.130173,-0.069008,0.081661,-0.123879,0.163636,18.729000
0.936,0.003290,-0.009741,0.130000,0.024454,-0.011476,0.130173,-0.069003,0.081671,-0.123873,0.163634,18.108000
0.961,0.003349,-0.009684,0.130000,0.024457,-0.011473,0.130172,-0.069003,0.081684,-0.123868,0.163637,18.108000
0.986,0.003408,-0.009626,0.130000,0.024459,-0.011469,0.130172,-0.069004,0.081693,-0.123861,0.163636,21.077000
1.011,0.003468,-0.009569,0.130000,0.024460,-0.011466,0.130173,-0.069005,0.081697,-0.123853,0.163633,18.072000
1.036,0.003527,-0.009511,0.130000,0.024460,-0.011466,0.130173,-0.069007,0.081701,-0.123850,0.163634,18.072000
1.061,0.003587,-0.009454,0.130000,0.024459,-0.011466,0.130174,-0.069015,0.081712,-0.123855,0.163646,17.680000
1.086,0.003646,-0.009396,0.130000,0.024457,-0.011463,0.130175,-0.069030,0.081729,-0.123866,0.163669,18.325000
1.111,0.003705,-0.009339,0.130000,0.024454,-0.011461,0.130177,-0.069048,0.081749,-0.123878,0.163696,18.573000
1.136,0.003764,-0.009282,0.130000,0.024454,-0.011461,0.130177,-0.069065,0.081764,-0.123890,0.163719,17.995000
1.161,0.003824,-0.009225,0.130000,0.024451,-0.011461,0.130178,-0.069079,0.081773,-0.123902,0.163739,17.995000
1.186,0.003883,-0.009168,0.130000,0.024448,-0.011461,0.130179,-0.069090,0.081778,-0.123918,0.163758,18.500000
1.211,0.003942,-0.009111,0.130000,0.024446,-0.011462,0.130180,-0.069101,0.081782,-0.123937,0.163779,17.592000
1.236,0.004001,-0.009055,0.130000,0.024444,-0.011464,0.130180,-0.069110,0.081787,-0.123956,0.163800,16.700000
1.261,0.004060,-0.008998,0.130000,0.024443,-0.011464,0.130180,-0.069118,0.081794,-0.123979,0.163824,16.700000
1.286,0.004119,-0.008942,0.130000,0.024444,-0.011464,0.130180,-0.069125,0.081801,-0.124002,0.163848,18.208000
1.311,0.004179,-0.008885,0.130000,0.024445,-0.011463,0.130179,-0.069132,0.081807,-0.124019,0.163866,18.403000
1.336,0.004238,-0.008829,0.130000,0.024446,-0.011462,0.130179,-0.069135,0.081812,-0.124033,0.163881,18.371000
1.361,0.004297,-0.008773,0.130000,0.024446,-0.011462,0.130179,-0.069134,0.081811,-0.124050,0.163893,18.371000
1.386,0.004356,-0.008717,0.130000,0.024450,-0.011462,0.130176,-0.069132,0.081806,-0.124068,0.163903,21.640000
1.411,0.004415,-0.008661,0.130000,0.024450,-0.011464,0.130176,-0.069134,0.081803,-0.124082,0.163913,18.302000
1.436,0.004474,-0.008605,0.130000,0.024450,-0.011464,0.130176,-0.069137,0.081803,-0.124091,0.163921,17.475000
1.461,0.004533,-0.008549,0.130000,0.024449,-0.011465,0.130176,-0.069140,0.081803,-0.124096,0.163927,17.774000
1.486,0.004592,-0.008493,0.130000,0.024449,-0.011465,0.130176,-0.069143,0.081802,-0.124099,0.163929,17.744000
1.511,0.004650,-0.008438,0.130000,0.024447,-0.011466,0.130177,-0.069145,0.081801,-0.124096,0.163928,17.873000
1.536,0.004709,-0.008382,0.130000,0.024445,-0.011467,0.130177,-0.069145,0.081800,-0.124086,0.163919,17.917000
1.561,0.004768,-0.008327,0.130000,0.024445,-0.011466,0.130177,-0.069141,0.081798,-0.124072,0.163907,18.059000
1.586,0.004827,-0.008272,0.130000,0.024445,-0.011466,0.130177,-0.069136,0.081799,-0.124059,0.163895,17.579000
1.611,0.004886,-0.008217,0.130000,0.024446,-0.011464,0.130178,-0.069136,0.081806,-0.124045,0.163888,17.943000
1.636,0.004944,-0.008162,0.130000,0.024445,-0.011462,0.130179,-0.069138,0.081813,-0.124033,0.163883,17.451000
1.661,0.005003,-0.008107,0.130000,0.024445,-0.011461,0.130179,-0.069134,0.081814,-0.124019,0.163871,17.602000
1.686,0.005062,-0.008052,0.130000,0.024447,-0.011461,0.130179,-0.069122,0.081807,-0.123999,0.163848,17.525000
1.711,0.005120,-0.007998,0.130000,0.024448,-0.011460,0.130179,-0.069108,0.081799,-0.123972,0.163817,17.479000
1.736,0.005179,-0.007943,0.130000,0.024448,-0.011460,0.130179,-0.069097,0.081794,-0.123944,0.163789,17.651000
1.761,0.005238,-0.007889,0.130000,0.024450,-0.011458,0.130179,-0.069087,0.081791,-0.123919,0.163764,17.630000
1.786,0.005296,-0.007835,0.130000,0.024451,-0.011457,0.130179,-0.069077,0.081787,-0.123899,0.163743,17.428000
1.811,0.005355,-0.007780,0.130000,0.024452,-0.011457,0.130179,-0.069068,0.081781,-0.123882,0.163723,17.574000
1.836,0.005413,-0.007726,0.130000,0.024452,-0.011457,0.130179,-0.069060,0.081772,-0.123865,0.163703,17.183000
1.861,0.005471,-0.007673,0.130000,0.024451,-0.011460,0.130179,-0.069052,0.081760,-0.123851,0.163682,18.315000
1.886,0.005530,-0.007619,0.130000,0.024451,-0.011461,0.130178,-0.069043,0.081748,-0.123840,0.163664,17.694000
1.911,0.005588,-0.007565,0.130000,0.024450,-0.011462,0.130178,-0.069040,0.081741,-0.123831,0.163653,18.014000
1.936,0.005647,-0.007512,0.130000,0.024450,-0.011462,0.130178,-0.069041,0.081739,-0.123824,0.163647,18.385000
1.961,0.005705,-0.007459,0.130000,0.024448,-0.011463,0.130179,-0.069041,0.081738,-0.123821,0.163643,19.728000
1.986,0.005763,-0.007405,0.130000,0.024450,-0.011463,0.130178,-0.069033,0.081733,-0.123817,0.163635,18.247000
2.011,0.005821,-0.007352,0.130000,0.024450,-0.011463,0.130178,-0.069022,0.081725,-0.123809,0.163621,18.750000
2.036,0.005880,-0.007300,0.130000,0.024452,-0.011464,0.130177,-0.069016,0.081719,-0.123798,0.163607,19.244000
2.061,0.005938,-0.007247,0.130000,0.024452,-0.011464,0.130177,-0.069014,0.081717,-0.123788,0.163598,18.822000
2.086,0.005996,-0.007194,0.130000,0.024452,-0.011464,0.130178,-0.069012,0.081717,-0.123780,0.163590,18.690000
